domain,dataset,split,file,method,original_bytes,encoded_bytes,ratio,encode_seconds
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,asbx_fixed_zero_gaps,784016,784025,1.000011479357564,7.569808200001717
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,zlib_9,784016,440017,0.5612347196995979,0.32690769992768764
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,bzip2_9,784016,406591,0.5186003857064142,0.05816339992452413
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,lzma_9,784016,379744,0.4843574620926104,0.3368912999285385
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_000.img,png_per_image,784016,509017,0.6492431276912716,0.1306155000347644
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,asbx_oracle,784016,684214,0.8727041284871737,5.728054900071584
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,asbx_deterministic,784016,688292,0.8779055529478991,0.9260193000081927
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,asbx_fixed_raw,784016,784025,1.000011479357564,0.03256990003865212
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,asbx_fixed_zero,784016,784025,1.000011479357564,0.017039700062014163
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,asbx_fixed_zero_trim,784016,694395,0.8856898328605539,0.06569209997542202
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,asbx_fixed_one_gaps,784016,743855,0.9487752800963246,3.7161233000224456
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,asbx_fixed_zero_gaps,784016,784025,1.000011479357564,7.717734599951655
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,zlib_9,784016,437583,0.5581301912205874,0.31878500001039356
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,bzip2_9,784016,404538,0.5159818166976184,0.052274600020609796
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,lzma_9,784016,377572,0.4815871104671333,0.3372899000532925
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_001.img,png_per_image,784016,507476,0.6472776065794575,0.13081810006406158
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,asbx_oracle,784016,688079,0.8776338748188812,5.721977899898775
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,asbx_deterministic,784016,691843,0.8824347972490357,0.7945356999989599
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,asbx_fixed_raw,784016,784025,1.000011479357564,0.027280300040729344
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,asbx_fixed_zero,784016,784025,1.000011479357564,0.015730599989183247
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,asbx_fixed_zero_trim,784016,698768,0.8912675251525479,0.05374630005098879
